Customer,WO #,Invoice #,Date,Due Date,Total,Balance,Invoice Pay Status,WO Description,Summary
"""Narr, George & Christine""",1662,i1625,2026-01-21 12:00 AM,2026-02-20 12:00 AM,0.00,0.00,NON-BILLABLE,Conf with Mr. Narr on 1/15/2026 for 1/21/2026.\CRREPLACE THE REMI HALO UNDER WARRANTY/,"REPLACE THE REMI HALO UNDER WARRANTY/\CRReplaced Remi Hallo, still having a problem. Need to return with a new one. \CRInstalled a new Remi-Halo."
"""Narr, George & Christine - 1008""",1793,i1725,2026-06-09 12:00 AM,2026-07-09 12:00 AM,5664.00,5664.00,OVERDUE,"Paid SUNROOM/PATIO AREA/\CR1- Lennox 1.5ton heat pump air conditioning system.  Rated at a 15.20 SEER2 @ 18,000 BTU /hr.\CR(ML14KP1-018 condensing unit wi",SUN ROOM/PATIO AREA/
"""Navarro, Jose & Rosa""",2329,i2209,2026-06-22 12:00 AM,2026-07-22 12:00 AM,75.00,75.00,DUE,CHECK A/C SYSTEM/,"CHECK A/C SYSTEM/\CRChecked system everithing look right, we check the split temperature and we have the 20 degrees TD, the coil, drain pan and drain ar"
"""Navarro, Wilfredo""",2348,i2218,2026-06-23 12:00 AM,2026-07-23 12:00 AM,75.00,75.00,DUE,A/C-LEAKING WATER/,"A/C-LEAKING WATER/\CRFound unit filled with algae and drain line as well, vacuumed it out and also cleaned the pan as well. Saw the side of the drain pa"
Nicholl Ramon & Sheree,1619,i1567,2026-01-05 12:00 AM,2026-02-04 12:00 AM,725.00,725.00,OVERDUE,Paid Conf with Chris via text on 1/2 for 1/5/2026 at 9 am give or take.  \CRMAIN LIVING AREA-NO HEAT/Need to call Chris when on the way 561) 706-2629\CRCh,"MAIN LIVING AREA-NO HEAT/\CR1/2\CRFound fusible links open. Recommend to replace 10kw heat strip. \CR1/6\CRReplaced 10KW heater, heat is working at this time."
Nicholl Ramon & Sheree,1730,i1674,2026-02-04 12:00 AM,2026-03-06 12:00 AM,650.00,650.00,OVERDUE,Paid Planned Service Agreement Yearly Invoice. \CR4-Systems\CRPaid ck #1029 on 2/12/2026.,Planned Service Agreement Yearly Invoice. \CR4-Systems
Nicholl Ramon & Sheree,1769,i1709,2026-02-16 12:00 AM,2026-03-18 12:00 AM,95.00,95.00,OVERDUE,Paid LIVING AREA/POOL TABLE ROOM-UNIT NOT WORKING/\CRPaid ck #3631 on 03/12/2026.,"LIVING AREA/POOL TABLE ROOM-UNIT NOT COOLING/ \CRFound system had no power. Checked for any grounded wires, or any burnt wires, didn’t find any. Checked"
Nicholl Ramon & Sheree,1807,i1746,2026-02-25 12:00 AM,2026-03-27 12:00 AM,0.00,0.00,NON-BILLABLE,MAIN UNIT-BREAKER TRIPPED/\CRChris placed the call.\CRNo charge per Rob 03/02/2026.,"MAIN UNIT/\CRUpon arriving, found that the main breaker was tripped, turn it back on check amps and got 42 on it out of a 60 amp breaker, heater is work"
Nicholl Ramon & Sheree,1983,i1904,2026-04-08 12:00 AM,2026-05-08 12:00 AM,0.00,0.00,NON-BILLABLE,INDEPTH A/C MAINTENANCE FOR APRIL 2026/\CR4-systems,"INDEPTH A/C MAINTENANCE FOR APRIL 2026/\CRCompleted maintenance by Pablo. \CRMaintenance completed. Units are working at this time, vacuumed drain lines,"
Nicholl Ramon & Sheree,2430,i2296,2026-07-09 12:00 AM,2026-08-08 12:00 AM,0.00,0.00,NON-BILLABLE,UPSTAIRS SYSTEM-HAS A FULL DRAIN PAN/,"UPSTAIRS SYSTEM-HAS A FULL DRAIN PAN/\CRFound drain line clogged a bit but enough to shut it down and drip into the emergency pan, vacuumed drain line s"
Old Palm Golf Club,1804,i1745,2026-02-25 12:00 AM,2026-03-27 12:00 AM,462.50,462.50,OVERDUE,Paid KITCHEN EXHAUST FAN-NOT ENOUGH AIR FLOW/\CRPaid Ck#76399 on 3/26/2026.,KITCHEN EXHAUST FAN/\CRKitchen exhaust fan-not enough air flow. Checked operation of hoods 1 and 2. Both were running and moving a good amount of air. F
Old Palm Golf Club,1812,i1748,2026-03-16 12:00 AM,2026-04-15 12:00 AM,2148.72,2148.72,OVERDUE,"Paid EXHAUST FAN #1 AND EXHAUST FAN #2/$2148.72\CRNeed to replace motor, pulley, and belts on Ex. #2/ Replace belts on Ex. #1 for Main Kitchen.\CRPaid ck",EXHAUST FAN #1 AND EXHAUST FAN #2/\CR3/16\CRInstalled new exhaust motor and pulley on Exhaust #2. Adjust too 4.9 R 5.4. Fan is Maxed at its full load pote
Old Palm Golf Club,1858,i1795,2026-03-06 12:00 AM,2026-04-05 12:00 AM,370.00,370.00,OVERDUE,Paid MAIN KITCHEN-WALK IN COOLER READING 50 DEG/\CRPaul called Darryl with the service call.\CRPaid ck #76606 on 04/08/2026.,MAIN KITCHEN-WALK IN COOLER READING 50 DEG/\CR3/6\CRUnit low on refrigerant. Leak checked could not pin point. Equipment in very poor condition R-22. Othe
Old Palm Golf Club,1887,i1839,2026-03-16 12:00 AM,2026-04-15 12:00 AM,370.00,370.00,OVERDUE,Paid WALK IN COOLER-NEED TO LEAK SEARCH/\CRPaul approved.\CRPaid ck #76715 on 04/14/2026 part of amount $2518.72.,WALK IN COOLER-NEED TO LEAK SEARCH/\CR3/16\CRLeak checked system found leak in evaporator. Need replacement. Quote to follow.
Ortiz Iris -3064,1693,i1647,2026-01-28 12:00 AM,2026-02-27 12:00 AM,0.00,0.00,NON-BILLABLE,A/C UNIT-NOT COOLING/,"A/C UNIT-NOT COOLING/\CR1/26/26\CRFound unit frozen, turned the system off and left fan ""ON"". To defrost. \CRChecked system, TXV is not regulating well caus"
Ortiz Iris -3064,1795,i1732,2026-02-23 12:00 AM,2026-03-25 12:00 AM,0.00,0.00,NON-BILLABLE,A/C NOT COOLING/,"A/C NOT COOLING/\CRFound half of the evaporator coil frozen. Melted ice with water. System was full of charge, performed leak search didn’t found any le"
Pakradooni Michael,1815,i1751,2026-02-26 12:00 AM,2026-03-28 12:00 AM,0.00,0.00,NON-BILLABLE,ALSO WANTS THE DRYER VENT TO BE CLEANED.......\CRINDEPTH A/C MAINTENANCE FOR MARCH 2026/1ST MAINTENANCE \CRConf with Michael on 02/20/2026 for 02/26/2026-,INDEPTH A/C MAINTENANCE FOR MARCH 2026/1ST MAINTENANCE/ \CR2/26\CRServiced both A/C and wine room. Needs filter and UV lights. Also cleaned dryer vent. \CRP
Pakradooni Michael,1825,i1760,2026-03-02 12:00 AM,2026-04-01 12:00 AM,900.00,900.00,OVERDUE,Paid Planned Service Agreement Yearly Invoice. \CR2-Units\CRPaid ck #0000005383 on 3/4/2026,Planned Service Agreement Yearly Invoice. \CR2-Units
Pakradooni Michael,1902,i1826,2026-03-17 12:00 AM,2026-04-16 12:00 AM,702.18,702.18,OVERDUE,Paid REPAIR DUCT/PLENUM/\CRPaid ck #0000005393 on 04/08/2026.,REPAIR DUCT/PLENUM/\CRReplaced UV cell assemble and Remi Halo unit. Replaced deteriorated supply duct section. Sealed with mastic to prevent any attic l
Pakradooni Michael,2266,i2212,2026-06-23 12:00 AM,2026-07-23 12:00 AM,0.00,0.00,NON-BILLABLE,INDEPTH A/C MAINTENANCE FOR JUNE 2026/\CR2-units  \CR,INDEPTH A/C MAINTENANCE FOR JUNE 2026/\CRMaintenance completed by Pablo/Ritter/Jim. \CRMaintenance completed unit is working at this time. Found the drain
"""Pakradooni, Kathryn""",2151,i2041,2026-05-14 12:00 AM,2026-06-13 12:00 AM,400.00,400.00,OVERDUE,Planned Service Agreement Yearly Invoice. \CR1-Unit,Planned Service Agreement Yearly Invoice. \CR1-Unit
"""Pakradooni, Kathryn""",2147,i2042,2026-05-14 12:00 AM,2026-06-13 12:00 AM,53.00,53.00,OVERDUE,INDEPTH A/C MAINTENANCE FOR May 2026/\CR1- unit,"INDEPTH A/C MAINTENANCE FOR May 2026/\CRMaintenance completed by Gabriel. \CRCleared drain line, cleaned drain pan, changed filter, and checked all electr"
Panattoni Carl and Mary,1958,i1902,2026-03-31 12:00 AM,2026-04-30 12:00 AM,0.00,0.00,NON-BILLABLE,INDEPTH REFRIGERATION MAINTENANCE FOR APRIL 2026/,INDEPTH REFRIGERATION MAINTENANCE FOR APRIL 2026/\CRThis was the first maintenance on the service agreement/see work order #1984 for the actual maintena
Panattoni Carl and Mary,1984,i1905,2026-03-31 12:00 AM,2026-04-30 12:00 AM,0.00,0.00,NON-BILLABLE,INDEPTH REFRIGERATION MAINTENANCE FOR APRIL 2026/\CR3LRC/Copeland refrigeration systems for the 3 wine storage closets.,INDEPTH REFRIGERATION MAINTENANCE FOR APRIL 2026/\CRMaintenance was completed on work order #1958.
Panattoni Carl and Mary,1988,i1908,2026-04-06 12:00 AM,2026-05-06 12:00 AM,1200.00,1200.00,OVERDUE,Paid Planned Service Agreement Yearly Invoice. \CR3LRC/Copeland refrigeration systems for the 3 wine storage closets.\CRPaid ACH on 4/14/2026.,Planned Service Agreement Yearly Invoice. \CR3LRC/Copeland refrigeration systems for the 3 wine storage closets.
"""Pelletier, Michael""",2130,i2043,2026-05-14 12:00 AM,2026-06-13 12:00 AM,165.00,165.00,OVERDUE,"Paid NEED TO PERFORM MAINTENANCE-1 UNIT/\CRCC: 4121-3831-0638-8958-Exp: 11/29, Code: 473\CRPaid cc on 05/19/2026. \CR\CR","MAINTENANCE PERFORMED/\CRFilter size: 1- FP1-16.5x21.5\CRMaintenance completed. Evaporator coil was a little dirty, cleaned with water and evaporator coil"
"""Perry , Matthew & Catherine""",1725,i1666,2026-02-03 12:00 AM,2026-03-05 12:00 AM,167.76,167.76,OVERDUE,"Paid NO HEAT/\CRMrs. P placed the call.\CROrig call $247.08, plus the maintenance $175.00, plus today's service call $167.76 total $589.84\CRPaid by cc on 2","MAIN SYSTEM NO HEAT/\CRChecked heat operation found bad contactor. Replaced failed contactor, turned on heat working normal at this time."
"""Perry , Matthew & Catherine""",2099,i2003,2026-05-01 12:00 AM,2026-05-31 12:00 AM,350.00,350.00,OVERDUE,Paid Planned Service Agreement Yearly Invoice. \CR1-Unit\CRPaid cc on 5/8/2026.,Planned Service Agreement Yearly Invoice. \CR1-Unit
"""Perry , Matthew & Catherine""",2413,i2283,2026-07-07 12:00 AM,2026-08-06 12:00 AM,987.00,987.00,DUE,NO COOL/\CRNeed to replace warranty compressor.\CR,"A/C SYSTEM-\CRReplaced bad compressor, drier, and evacuated system. Recharged system with refrigerant, unit running normal at this time.\CR"
Peters Gary,1724,i1728,2026-02-03 12:00 AM,2026-03-05 12:00 AM,285.00,285.00,OVERDUE,Paid LIVING/DINING AREA-NO HEAT/\CRWould like service today.\CRPaid ck #12976 on 3/3/2026,"LIVING/DINING AREA-NO HEAT/\CRChecked system, the heat is working, but not enough air flow out of the grills. Verified all electrical connections are in"
Peters Gary,2161,i2084,2026-05-22 12:00 AM,2026-06-21 12:00 AM,285.00,285.00,OVERDUE,Paid GRANDMA'S ROOM-A/C NOT WORKING PROPERLY/\CRPaid ck #13115 on 06/10/2026.,"GRANDMA'S ROOM-A/C NOT WORKING PROPERLY/ \CRChecked system-Grandma's room blower motor runs all the time, module fail close. Need to order new one. \CR05/"
Pinto Marc & Margot,2091,i1995,2026-05-01 12:00 AM,2026-05-31 12:00 AM,700.00,700.00,OVERDUE,Paid Mr. Pinto sending in payment via ACH received an email on 05/05/2026\CRPlanned Service Agreement Yearly Invoice. \CR4 Units\CRPaid ck# 20403 on 05/13/2,Planned Service Agreement Yearly Invoice. \CR4 Units
Pinto Marc & Margot,2122,i2152,2026-06-02 12:00 AM,2026-07-02 12:00 AM,0.00,0.00,NON-BILLABLE,INDEPTH A/C MAINTENANCE FOR MAY 2026/\CR4 Units,INDEPTH A/C MAINTENANCE FOR MAY 2026/\CRMaintenance completed by Gabriel. During maintenance found 2 weak capacitors. Replaced with new. \CRNOTE: found a
Pinto Marc & Margot,2295,i2175,2026-07-03 12:00 AM,2026-08-02 12:00 AM,378.00,378.00,DUE,FOUND DURING MAINTENANCE INSPECTION/\CRDuring maintenance inspection found 2 weak run capacitors and replaced to prevent future problems. Also found ele,"FOUND DURING MAINTENANCE INSPECTION/\CRReplaced a bad disconnect box at condenser unit #2. Checked operation, all working normal at this time. \CR"
"""Pollicelli, David""",2186,i2068,2026-05-21 12:00 AM,2026-06-20 12:00 AM,600.00,600.00,OVERDUE,Planned Service Agreement Yearly Invoice. \CR2-a/c systems and 2 mini splits,Planned Service Agreement Yearly Invoice. \CR2-a/c systems and 2 mini splits
"""Pollicelli, David""",2184,i2075,2026-05-21 12:00 AM,2026-06-20 12:00 AM,80.00,80.00,OVERDUE,INDEPTH A/C MAINTENANCE FOR MAY 2026/\CR2-a/c systems and 2 mini splits \CR,"INDEPTH A/C MAINTENANCE FOR MAY 2026/\CR1st maintenance completed. \CRCleared drain lines, cleaned drain pans, changed filters, and checked all electrical"
Prime Comfort Solutions LLC,1516,i1538,2026-01-02 12:00 AM,2026-02-01 12:00 AM,0.00,0.00,NON-BILLABLE,UNAPPLIED TIME FOR DECEMBER  2025/,UNAPPLIED TIME FOR DECEMBER 2025/\CR12/3-Picking up refrigerant. \CR12-19-Luncheon for everyone and Rob/Sammy picked up Iris's 1/2 of the unit and thermos
Prime Comfort Solutions LLC,1591,i1665,2026-02-02 12:00 AM,2026-03-04 12:00 AM,0.00,0.00,NON-BILLABLE,UNAPPLIED TIME FOR JANUARY 2026/,UNAPPLIED TIME FOR JANUARY 2026/\CR1/15/2026-Jim stocking up his truck\CR1/16/2026-Pablo going by the wrap company to see what it takes to change our phon
Prime Comfort Solutions LLC,1848,i1898,2026-03-17 12:00 AM,2026-04-16 12:00 AM,0.00,0.00,NON-BILLABLE,UNAPPLIED TIME FOR MARCH 2026/\CR,UNAPPLIED TIME FOR MARCH 2026/\CR03/03/2026-Charlie dropped off the big recovery tank and turned in some paperwork \CR03/03/202-Jim dropped off paperwork
Prime Comfort Solutions LLC,1974,i1989,2026-04-09 12:00 AM,2026-05-09 12:00 AM,0.00,0.00,NON-BILLABLE,UNAPPLIED TIME FOR APRIL 2026/,UNAPPLIED TIME FOR APRIL 2026/\CR4/9/2026-Gabriel-dropped off packing slip/invoices and stocked up his truck came from 6767.\CR4/14/2026-Robert seal up th
Prime Comfort Solutions LLC,2101,i2126,2026-05-04 12:00 AM,2026-06-03 12:00 AM,0.00,0.00,NON-BILLABLE,UNAPPLIED TIME FOR MAY 2026/,"UNAPPLIED TIME FOR MAY 2026/\CR5/4-Jim-Made visit to Country Club of Fla. Spoke with Bernie, was short with Jim.\CR5/6/-Robert/Sammy picking up a/c equipm"
Prime Comfort Solutions LLC,2241,i2258,2026-07-02 12:00 AM,2026-08-01 12:00 AM,0.00,0.00,NON-BILLABLE,UNAPPLIED TIME FOR JUNE 2026/\CR,UNAPPLIED TIME FOR JUNE 2026/\CR6/1-Gabriel/Ritter-straighten out the filters and picked up the filters for Ballenisles-Sports Building  \CR6/3-Sammy/Robe
Prime Comfort Solutions LLC,2398,i2260,2026-07-02 12:00 AM,2026-08-01 12:00 AM,0.00,0.00,NON-BILLABLE,UNAPPLIED TIME FOR JULY 2026/,UNAPPLIED TIME FOR JULY 2026/\CR7/2-Jim oil change
"""Rafferty, Christina""",1777,i1718,2026-02-19 12:00 AM,2026-03-21 12:00 AM,200.00,200.00,OVERDUE,"Paid CHECK THE SYSTEM-DISCONNECTS HAVE BEEN REMOVED/\CREntrance access-past 1st gate where the mail box is, continue until you see the another gate and",CHECK THE SYSTEM-DISCONNECTS HAVE BEEN REMOVED/\CRChecked system operation for customer. Disconnect was put back in last night. Customer was told there
"""Reyes, Norma""",1683,i1634,2026-01-26 12:00 AM,2026-02-25 12:00 AM,3787.00,3787.00,OVERDUE,Paid LENNOX 4 TON UNIT/$3787.00\CRProvide new Lennox 4 ton air conditioning system w/electric heat.\CRML14KC1-047 condensing unit. \CRCBK45UHET-048 air hand,LENNOX 4 TON UNIT/\CRCustomer purchased unit. Unit was delivered to the customer's home.
Riggs Family Dentistry,1992,i1919,2026-04-10 12:00 AM,2026-05-10 12:00 AM,2804.33,2804.33,OVERDUE,Paid REPLACE RETURN AND SUPPLY GRILLS FOR ENTIRE OFFICE/\CRPaid ck #0077893964 on 06/26/2026,REPLACE GRILLS/ REPLACED ALL GRILLS IN SPACE/
Riggs Family Dentistry,2181,i2137,2026-06-03 12:00 AM,2026-07-03 12:00 AM,45.50,45.50,OVERDUE,INDEPTH A/C MAINTENANCE FOR MAY 2026/\CR1-unit \CRContract Billing like as T/M every time we do the maintenance. \CRlabor plus 15% Mat plus 10%,"INDEPTH A/C MAINTENANCE FOR MAY 2026/\CRCleared drain line, cleaned drain pan, changed filter, and checked all electrical components. During maintenance"
ROONEY 2-1 TON MINI SPLIT SYSTEMS- 1002,2129,i2063,2026-05-08 12:00 AM,2026-06-07 12:00 AM,0.00,0.00,NON-BILLABLE,NORTH GARAGE UNIT-NOT COOLING/\CR,NORTH GARAGE UNIT-NOT COOLING/JUST FOR HISTORY ONLY/\CRI checked the mini-split system; it displayed error code U0 (low refrigerant pressure). It is an
"""Rooney Jr, Timothy""",2175,i2064,2026-05-20 12:00 AM,2026-06-19 12:00 AM,1400.00,1400.00,OVERDUE,"Planned Service Agreement Yearly Invoice. \CR3-Central air conditioning systems, 2-ductlesss mini split systems & 1-Wine room refrigeration system.\CR6-un","Planned Service Agreement Yearly Invoice. \CR3-Central air conditioning systems, 2-ductlesss mini split systems & 1-Wine room refrigeration system.\CR6-un"
"""Rooney Jr, Timothy""",2183,i2066,2026-05-27 12:00 AM,2026-06-26 12:00 AM,0.00,0.00,NON-BILLABLE,"INDEPTH A/C MAINTENANCE FOR MAY 2026/\CR3-Central air conditioning systems, 2-Ductless mini split systems, & 1-Wine room refrigeration system. \CR6-units","INDEPTH A/C MAINTENANCE FOR MAY 2026/\CRMaintenance completed by Gabriel.\CRCleared drain lines, cleaned drain pans, changed filters and checked all elect"
"""Rooney Jr, Timothy""",2173,i2099,2026-05-27 12:00 AM,2026-06-26 12:00 AM,0.00,0.00,NON-BILLABLE,NORTH GARAGE UNIT-NOT COOLING/\CRCovered under warranty. \CR,NORTH GARAGE UNIT-NOT COOLING/\CR5/7/2026\CRI checked the mini-split system; it displayed error code U0 (low refrigerant pressure). It is an R32 system; I
"""Rooney Jr, Timothy""",2209,i2116,2026-06-02 12:00 AM,2026-07-02 12:00 AM,1288.00,1288.00,OVERDUE,WINE ROOM-NOT COOLING PROPERLY/,"WINE ROOM-NOT COOLING PROPERLY/\CRFound wine room not cooling properly, due to a deficient refrigerant level. Performed a diagnostic leak search and fou"
"""Rubbone, Joseph & Melissa""",2114,i2087,2026-05-22 12:00 AM,2026-06-21 12:00 AM,0.00,0.00,NON-BILLABLE,INDEPTH A/C MAINTENANCE FOR MAY 2026/\CR2-units \CR,"INDEPTH A/C MAINTENANCE FOR MAY 2026/\CRMaintenance completed by Gabriel. \CRMaintenance complete, customer provided filters. Cleared drain lines, cleaned"
Sailfish Club of Florida (Storage),1700,i1651,2026-01-29 12:00 AM,2026-02-28 12:00 AM,401.64,401.64,OVERDUE,Paid SOUTH PACKAGE UNIT/\CRFound bad condenser fan blade during maintenance and got verbal approval to replace.\CRPaid ck #10002201 on 03/03/2026,SOUTH PACKAGE UNIT/\CRReplaced bad condenser fan motor blade on package unit. System is back up and running normal at this time.
Sailfish Club of Florida (Storage),1996,i1915,2026-04-07 12:00 AM,2026-05-07 12:00 AM,93.65,93.65,OVERDUE,Paid STORAGE AREA-UNIT #14-NOT COOLING/\CRStorage unit #14 no cool\CRPaid ck #10002480 on 5/8/2026.,"STORAGE AREA-UNIT #14-NOT COOLING/\CRChecked package unit on roof. Found bad run capacitor. \CRInstalled new run capacitor. Restarted, unit running and co"
Sailfish Club of Florida (Storage),2125,i2027,2026-05-08 12:00 AM,2026-06-07 12:00 AM,0.00,0.00,NON-BILLABLE,IN-DEPTH A/C MAINTENANCE FOR OCTOBER 2026/\CR,"IN-DEPTH A/C MAINTENANCE FOR OCTOBER 2026/\CRMaintenance completed by Sammy/Robert. \CRCleared all drains, cleaned drain pans, changed filters and checked"
Savoy Residence,1734,i1679,2026-02-23 12:00 AM,2026-03-25 12:00 AM,3492.00,3492.00,OVERDUE,"Paid GARAGE AREA/\CR1- Daikin 2ton heat pump mini split. Rated at an 18.0 SEER2 @ 24,000 BTU/hr.\CRINSTALLATION DETAILS\CRInstall the above specified air co",GARAGE AREA/\CRInstalled new mini split for garage area and started up. System cooling at this time. Also replaced supply and return grills for main liv
Savoy Residence,1810,i1749,2026-03-02 12:00 AM,2026-04-01 12:00 AM,875.00,875.00,OVERDUE,Paid KITCHEN HOOD/\CRNeed to install ducting for customer provided Kitchen Hood and termination wall cap for outside wall.\CRPaid ck#2585 on 3/26/2026 par,Installed ducting for customer provided Kitchen Hood and termination wall cap for outside wall.
Savoy Residence,2152,i2048,2026-05-15 12:00 AM,2026-06-14 12:00 AM,0.00,0.00,NON-BILLABLE,GARAGE UNIT-NOT WORKING/\CRCovered under warranty. \CR,GARAGE UNIT-NOT WORKING/\CR5/15/2026\CRUpon arrival the air conditioner was working. Checked unit and unit responding to the commands from the remote cont
Savoy Residence - 1000,1160,i1137,2026-03-16 12:00 AM,2026-04-15 12:00 AM,39700.00,39700.00,OVERDUE,Paid WINE ROOM/\CRPaid in full-see break down:\CRPaid ck#2585 on 3/26/2026 part of amount $9367.00-this payment paid the last $5000.00 of this job. \CRTotal,WINE ROOM AMASTER BEDROOM/\CRInstallation of refrigeration equipment for the new wine room and master bedroom a/c system and duct work included.  \CR\CR
Schonfeld Trust,1625,i1570,2026-01-06 12:00 AM,2026-02-05 12:00 AM,1515.00,1515.00,OVERDUE,Paid REPAIRS SEE DETAILS BELOW/$1515.00\CRNeed to install drain pan and 2 Nest Gen4 thermostats.\CRPaid ACH on 1/19/202,REPAIRS SEE DETAILS BELOW/$1515.00\CRInstalled drain pan and installed 2 Nest Gen4 thermostats.
Schonfeld Trust,1627,i1571,2026-01-06 12:00 AM,2026-02-05 12:00 AM,0.00,0.00,NON-BILLABLE,"INDEPTH A/C MAINTENANCE FOR JANUARY 2026/\CR2-A/C UNITS AND 2 MINI SPLITS  4 HRS \CRFilters: FP1-11.5X11.5, (Qty 1), FP1-17.5X17.5(Qty 1), FP1-19.5X29.5(Q","INDEPTH A/C MAINTENANCE FOR JANUARY 2026/\CRMaintenance completed by Robert/Sammy \CRCleaned drain pans, cleared drain lines, replaced filters. Checked al"
Schonfeld Trust,1638,i1583,2026-01-07 12:00 AM,2026-02-06 12:00 AM,1300.00,1300.00,OVERDUE,Paid Planned Service Agreement Yearly Invoice.\CR2 Central air conditioning and 2 mini splits\CRPaid ACH on 4/2/2026 part of amount $3790.00.,Planned Service Agreement Yearly Invoice.\CR2 Central air conditioning and 2 mini splits
Schonfeld Trust,1636,i1589,2026-01-07 12:00 AM,2026-02-06 12:00 AM,0.00,0.00,NON-BILLABLE,NEST GEN4 THERMOSTAT-NOT WORKING PROPERLY/\CRNo charge per Rob on 1/30/2026.,"NEST GEN4 THERMOSTAT-NOT WORKING PROPERLY/\CRChecked both thermostat, both of them are working. Set point satisfied and responding."
Schonfeld Trust,1692,i1668,2026-01-26 12:00 AM,2026-02-25 12:00 AM,0.00,0.00,NON-BILLABLE,"***CALL FRANKIE WITH 30 MINUTE NOTICE (561) 201-4010***\CR2ND FLOOR-NEST TSTAT-NOT WORKING-OUTSIDE NOT RUNNING, INSIDE IS/\CRNo charge.","2ND FLOOR-NEST TSTAT-NOT WORKING-OUTSIDE NOT RUNNING, INSIDE IS/\CRChecked the system on the 2nd floor. Instead of 24 volts, it was only receiving 12 vo"
Schonfeld Trust,1773,i1707,2026-02-16 12:00 AM,2026-03-18 12:00 AM,0.00,0.00,NON-BILLABLE,1ST FLOOR-A/C-NOT WORKING/ \CROther unit not working,1ST FLOOR-A/C-NOT WORKING/TRANSFERRED ALL INFORMATION TO WORK ORDER #1766 \CR
Schonfeld Trust,1766,i1712,2026-02-17 12:00 AM,2026-03-19 12:00 AM,1665.00,1665.00,OVERDUE,Paid BLANK THERMOSTAT/\CRPaid ACH on 4/2/2026 part of amount $3790.00.,"2ND FLOOR-BLANK THERMOSTAT/\CR2/15-Found system off in low pressure, reset the code, system started to work, but blower motor didn’t. Checked voltage it"
Schonfeld Trust,1891,i1816,2026-03-20 12:00 AM,2026-04-19 12:00 AM,825.00,825.00,OVERDUE,Paid DOWNSTAIRS UNIT-NOT COOLING/\CRPaid ACH on 4/2/2026 part of amount $3790.00.,DOWNSTAIRS UNIT-NOT COOLING/\CRFound unit low on refrigerant. Added 3 lbs. of R410A. Found leak at the evaporator coil. Need to replace coil. \CR3/20/2026
Schonfeld Trust,2035,i1938,2026-04-24 12:00 AM,2026-05-24 12:00 AM,628.00,628.00,OVERDUE,INDEPTH A/C MAINTENANCE FOR APRIL 2026/\CRPreventative Service Agreement\CR2 mini splits and 2 a/c systems,INDEPTH A/C MAINTENANCE FOR APRIL 2026/\CRMaintenance done\CRPer Frankie checked old blower motor on 2nd floor to confirm that was bad. Billing only for t
Schonfeld Trust,2414,i2273,2026-07-08 12:00 AM,2026-08-07 12:00 AM,0.00,0.00,NON-BILLABLE,Conf with Frankie 07/06/2026 for 07/08/2026 for 8:30 earlier the better he said. \CRINDEPTH A/C MAINTENANCE FOR JULY 2026/\CRCall Elizabeth to schedule ma,INDEPTH A/C MAINTENANCE FOR JULY 2026/maintenance complete
"""Sears, Edgar & Crystle""",1661,i1628,2026-01-21 12:00 AM,2026-02-20 12:00 AM,3260.00,3260.00,OVERDUE,Paid MAINTENANCE ON 3 SYSTEMS. \CRPer customer's request.\CRPaid ck #024910 on 02/12/2026 part of amount $4501.40\CR,MAINTENANCE ON 3 SYSTEMS. \CRPerformed maintenance on all 3 systems. Was able to retore operation of the 1 thermostat. Found during maintenance master b
"""Sears, Edgar & Crystle""",1898,i1820,2026-03-16 12:00 AM,2026-04-15 12:00 AM,565.08,565.08,OVERDUE,Paid ALL UNITS-NOT COOLING/\CRMr. Sears spoke to Robert Sanabia.\CRPaid ck #025032 on 04/03/2026. Paid in full.,ALL UNITS-NOT COOLING/\CRChecked all the systems. Found all 3 had shorted transformers. Need to return. \CRReplaced al 3 transformers. Checked operation o
"""Sears, Edgar & Crystle""",2022,i1954,2026-04-15 12:00 AM,2026-05-15 12:00 AM,142.50,142.50,OVERDUE,Paid WALK THROUGH-4 HVAC SYSTEMS PLUS 1 MINI SPLIT/\CRMr. Blauweiss meeting Rob for walk through/Mr. Sears is still the owner.\CRPaid ck #025110 on 05/08/,"WALK THROUGH-4 HVAC SYSTEMS PLUS 1 MINI SPLIT/\CR-Mini split is not working and need to be replaced, in golf garage.\CR-Master system is from 2008, curren"
"""Serinsky, Craig""",2284,i2162,2026-06-10 12:00 AM,2026-07-10 12:00 AM,0.00,0.00,NON-BILLABLE,A/C-NO COOL/\CRNot sure if he also wants a maintenance? Talk to Darryl,"A/C-NO COOL/ \CR6/10/2026\CRUpon arrival customer said that the inside unit works but not outside, turned unit on and the condenser unit wasn't running ch"
"""Siladke, Blair""",2189,i2074,2026-05-21 12:00 AM,2026-06-20 12:00 AM,80.00,80.00,OVERDUE,A/C NOT COOLING/,"A/C NOT COOLING/\CRA/c down due to a bad capacitor, replaced capacitor. Checked system, all working normal at this time."
Slyh John & Ann,1709,i1657,2026-02-02 12:00 AM,2026-03-04 12:00 AM,1300.00,1300.00,OVERDUE,Paid Planned Service Agreement Yearly Invoice. \CRCovers: 4-units\CRPaid ck # 025012 on 3/26/2026 part of amount $1665.00\CRTotal inv: $1300.00 -10% for Kat,Planned Service Agreement Yearly Invoice. \CRCovers: 4-units
